,created_at,source,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,location,clean_text
1754,Fri Jun 18 20:23:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.20727272727272728,0.5709090909090909,en,394.0,192.0,SfpLouise,2838,5005,,[],[],"South West, England",dr moeti head who africa one best public health expert leader i know her desper request vaccin africa we plead germani uk lift patent restrict urgent transfer technolog enabl product africa
1755,Fri Jun 18 20:23:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.21233766233766235,0.4363636363636363,en,72.0,59.0,HesperusThinks,388,848,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]","[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [137, 149]}]",,africa need million dose amp curb third wave in midst third wave covid19 case africa dr moetitshidi call muchneed covid19 vaccin dose critic time httpstcokudpxpqq22
1756,Fri Jun 18 20:23:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.16666666666666666,0.5333333333333333,en,214.0,46.0,LeslieMaggie,4351,4968,,"[{'text': 'COVID19', 'indices': [38, 46]}]",[],,peopl free believ covid19 hoax argu vaccin plotbut constitut right put peopl health risk as place work unless vaccin httpstcoxivwoctrfp
1757,Fri Jun 18 20:23:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.5083333333333333,0.7833333333333333,en,180.0,116.0,professor_hess,117,948,,,,san diego via phila,nan
1758,Fri Jun 18 20:23:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.06666666666666668,0.43,en,1.0,2.0,Augo_TheDuchess,864,257,,,,"Pretoria, South Africa",nan
1759,Fri Jun 18 20:23:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.06666666666666668,en,394.0,193.0,HesperusThinks,388,848,,[],[],,dr moeti head who africa one best public health expert leader i know her desper request vaccin africa we plead germani uk lift patent restrict urgent transfer technolog enabl product africa
1760,Fri Jun 18 20:24:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.35000000000000003,0.8666666666666667,en,,,QueenoftheBB,1926,2442,,,,"Halifax, Nova Scotia",nan
1761,Fri Jun 18 20:24:28 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,0.6,en,,,Gold_Dana,717,1460,,,,"Toronto, Ontario",nan
1762,Fri Jun 18 20:24:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1875,0.4375,en,57.0,12.0,JustTumoMaqala,2255,2489,,,,Bloemfontein,nan
1763,Fri Jun 18 20:24:39 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0.0,0.06666666666666668,en,,,News_Centric1,12,5,,,,Nigeria,nan
1764,Fri Jun 18 20:24:39 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.3715909090909091,0.5219696969696971,en,810.0,269.0,Gmaontherun,138,371,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",[],"Ohio, USA",im pleas welcom wecandothi bu atlanta today rememb 3 easi way find covid19 vaccin near search httpstcod2pdwips8o text zip code 438829 call 18002320233 httpstcoammcmmctip
1765,Fri Jun 18 20:24:43 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.125,0.325,en,215.0,47.0,marn_1966,291,410,,"[{'text': 'COVID19', 'indices': [38, 46]}]",[],central ontario,peopl free believ covid19 hoax argu vaccin plotbut constitut right put peopl health risk as place work unless vaccin httpstcoxivwoctrfp
1766,Fri Jun 18 20:24:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.16041666666666668,0.27291666666666664,en,580.0,644.0,seonaidsnail,1389,5002,,[],"[{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [81, 89]}, {'screen_name': 'jriggers', 'name': 'Jennifer Rigby', 'id': 174663886, 'id_str': '174663886', 'indices': [209, 218]}]",La La Land Evidently,africa midst fullblown third wave coronaviru head whoafro warn case risen across contin 20 death also risen 15 last week jrigger report httpstcocrdhqphfwm
1767,Fri Jun 18 20:24:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.1625,0.2375,en,,,NYCMayor,1519552,1365,,,,"New York, NY",nan
1768,Fri Jun 18 20:25:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.050841750841750855,0.3946127946127945,en,,,wavegambia,251,168,,,,The Gambia 🇬🇲,nan
1769,Fri Jun 18 20:25:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.125,0.325,en,57.0,19.0,Iobey10,946,1872,,[],[],,covid vaccin healthi young peopl pose ethic question well benefit risk question is risk myocard child worth greater good protect older peopleat risk group alreadi vaccin i cannot accept fair risk children httpstco5hicgdhgkz
1770,Fri Jun 18 20:25:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.25625000000000003,0.48125,en,73.0,60.0,JillardFaber,334,485,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]","[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [137, 149]}]",Drachten,africa need million dose amp curb third wave in midst third wave covid19 case africa dr moetitshidi call muchneed covid19 vaccin dose critic time httpstcokudpxpqq22
1771,Fri Jun 18 20:25:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.0062499999999999995,0.35803571428571435,en,31.0,22.0,SallyFereday,6267,498,,"[{'text': 'COVID19', 'indices': [31, 39]}, {'text': 'SARSCoV2', 'indices': [140, 149]}]",[],London,in small conveni sampl covid19 mrna vaccin immunogen pregnant lactat women induc immun respons sarscov2 variant httpstcobvnapq2vj9
1772,Fri Jun 18 20:25:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.14017857142857146,0.5526785714285715,en,1581.0,900.0,mhedge76,31,134,,"[{'text': 'Covid19', 'indices': [145, 153]}]",[],,former pfizer vp virologist dr michael yeadon one credenti medic profession speak danger covid19 vaccin break list lie keep night httpstcolse8crkdqn
1773,Fri Jun 18 20:25:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.10714285714285714,0.2642857142857143,en,4.0,4.0,johangreg,3707,1522,,"[{'text': 'GC', 'indices': [4, 7]}, {'text': 'COVID19', 'indices': [30, 38]}, {'text': 'Indigenous', 'indices': [43, 54]}, {'text': 'AllInThisTogether', 'indices': [223, 241]}]",[],"Calgary, Alberta",the gc provid updat covid19 indigen commun 687 first nation inuit territori commun roll vaccin 578100 dose administ httpstcohchko0vqqv allinthistogeth httpstco6l2wqj4ebk
1774,Fri Jun 18 20:26:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.10714285714285714,0.2642857142857143,en,,,johnny_weed,397,1560,,,,New York,nan
1775,Fri Jun 18 20:26:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.10880952380952384,0.4004761904761905,en,,,Kg_Nino,379,177,,,,Down South,nan
1776,Fri Jun 18 20:26:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.050841750841750855,0.3946127946127945,en,281.0,255.0,jinxi_2,3969,4605,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [53, 65]}]",Carolina Belle in Colorado,africa midst fullblown third wave moetitshidi said the sober trajectori surg case draw everyon urgent action weve seen india elsewher quickli covid19 rebound overwhelm health system httpstcocemrzeidyr
1777,Fri Jun 18 20:26:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1875,0.2083333333333333,en,1.0,1.0,RasBenjiMassop1,1732,1604,,"[{'text': 'covid19', 'indices': [69, 77]}]",[],,hi jamaica fyi cuba smallest latin america countri made 5 covid19 vaccin two final stage clinic trial theyv administ 4000000 dose alreadi who go give approv summer end give embassi call httpstco6slsmenuap
1778,Fri Jun 18 20:26:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.050841750841750855,0.3946127946127945,en,1.0,2.0,Sifistaz,904,2212,,,,South Africa,nan
1779,Fri Jun 18 20:26:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.2,0.25,en,580.0,645.0,Katappa29249880,0,0,,[],"[{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [81, 89]}, {'screen_name': 'jriggers', 'name': 'Jennifer Rigby', 'id': 174663886, 'id_str': '174663886', 'indices': [209, 218]}]",,africa midst fullblown third wave coronaviru head whoafro warn case risen across contin 20 death also risen 15 last week jrigger report httpstcocrdhqphfwm
1780,Fri Jun 18 20:26:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.35000000000000003,0.7444444444444445,en,73.0,22.0,Kasia_HP,8175,5490,,[],"[{'screen_name': 'TexasChildrens', 'name': ""Texas Children's"", 'id': 15393700, 'id_str': '15393700', 'indices': [184, 199]}, {'screen_name': 'biological_e', 'name': 'Biological E. Limited', 'id': 1262299754840551425, 'id_str': '1262299754840551425', 'indices': [241, 254]}]","Las Vegas, NV",i think import dont sell covax short it still lot go innov design but need vaccin share were hope low cost texaschildren recombin protein covid19 vaccin biological_ help fill gap
1781,Fri Jun 18 20:26:56 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.050841750841750855,0.3946127946127945,en,1096.0,140.0,MichaelJ341,159,435,,"[{'text': 'COVAX', 'indices': [30, 36]}, {'text': 'COVID19', 'indices': [187, 195]}]","[{'screen_name': 'gavi', 'name': 'Gavi, the Vaccine Alliance', 'id': 97219875, 'id_str': '97219875', 'indices': [24, 29]}, {'screen_name': 'gatesfoundation', 'name': 'Gates Foundation', 'id': 17899109, 'id_str': '17899109', 'indices': [210, 226]}]","Dallas, TX",promis news gavi covax amc summit exceed today fundrais target thi mean peopl lowerincom countri greater access lifesav covid19 vaccin the gatesfound pledg addit 50m well
1782,Fri Jun 18 20:27:11 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.10714285714285714,0.2642857142857143,en,215.0,48.0,BrianMacDonald5,603,2689,,"[{'text': 'COVID19', 'indices': [38, 46]}]",[],Toronto Ontario,peopl free believ covid19 hoax argu vaccin plotbut constitut right put peopl health risk as place work unless vaccin httpstcoxivwoctrfp
1783,Fri Jun 18 20:27:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.09375,0.28125,en,40.0,36.0,vaccinateallorg,3,89,,,,,nan
1784,Fri Jun 18 20:27:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.10714285714285714,0.2642857142857143,en,3966.0,747.0,MichaelJ341,159,435,,"[{'text': 'COVID19', 'indices': [137, 145]}]","[{'screen_name': 'ACTAccelerator', 'name': 'ACT-Accelerator', 'id': 1316057665949310977, 'id_str': '1316057665949310977', 'indices': [4, 19]}]","Dallas, TX",the actacceler unpreced global allianc develop amp deliv test treatment amp vaccin need fight covid19 mark first anniversari today special report progress amp aim 2021 httpstcoglfbhumxha httpstcodv4is4m7
1785,Fri Jun 18 20:28:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1875,0.4375,en,,,HesperusThinks,388,848,,,,,nan
1786,Fri Jun 18 20:28:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.1,0.325,en,10.0,7.0,grumpeoldman,5544,247,,[],[],"Bombay, India",thi happen we knew come month scale product it difficult see lack urgenc produc vaccin profit live could save it callou cruel even profound intergener impact
1787,Fri Jun 18 20:28:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.2777777777777777,0.3444444444444444,en,151.0,95.0,Cyngee01,67,317,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],,you get covid19 vaccin vaccin includ flu shingl visit you longer need wait 14 day vaccin side effect vaccin given alon togeth more vaccin time httpstcobv3mn5xdl httpstcorwrrzhkdeg
1788,Fri Jun 18 20:28:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.050841750841750855,0.3946127946127945,en,,,ewaewa90,268,817,,,,"Kampala, Uganda",nan
1789,Fri Jun 18 20:28:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.25625000000000003,0.48125,en,813.0,270.0,chinwind1,426,126,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",[],Melbourne Australia,im pleas welcom wecandothi bu atlanta today rememb 3 easi way find covid19 vaccin near search httpstcod2pdwips8o text zip code 438829 call 18002320233 httpstcoammcmmctip
1790,Fri Jun 18 20:28:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.050841750841750855,0.3946127946127945,en,,,stridechc,691,819,,,,Colorado,nan
1791,Fri Jun 18 20:29:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.050841750841750855,0.3946127946127945,en,4.0,1.0,MWhalan,3998,4998,,"[{'text': 'COVID19', 'indices': [19, 27]}]",[],Kiama,8911332 dose covid19 vaccin administ citywid includ 4630909 first dose 3900158 second dose 380265 singl dose vaccin freedom help us finish fight httpstcokwhev8k9bt httpstcom175draig0
1792,Fri Jun 18 20:29:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.2364583333333333,0.3375,en,136.0,120.0,JustSxbs,488,413,,"[{'text': 'COVID19', 'indices': [187, 195]}]",[],"FUCK ISRAEL, FREE PALESTINE",africa midst full blown third wave the sober trajectori surg case rous everyon urgent action weve seen india elsewher quickli covid19 rebound overwhelm health system
1793,Fri Jun 18 20:29:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.024999999999999998,0.3666666666666667,en,399.0,194.0,UkSophism,3745,4803,,[],[],,dr moeti head who africa one best public health expert leader i know her desper request vaccin africa we plead germani uk lift patent restrict urgent transfer technolog enabl product africa
1794,Fri Jun 18 20:29:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.6,0.8,en,1621.0,275.0,MichaelJ341,159,435,,"[{'text': 'COVID19', 'indices': [90, 98]}, {'text': 'IWD2021', 'indices': [206, 214]}]",[],"Dallas, TX",on intern women day join celebr inspir women made covid19 vaccin possibl know name work theyv done get us point drumrol pleas iwd2021
1795,Fri Jun 18 20:29:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.0625,0.5,en,450.0,182.0,egrrienemr,940,779,,"[{'text': 'COVID19', 'indices': [49, 57]}]",[],Scotland,israel deliv million dose covid19 vaccin palestinian author help fight corona pandem the 1st deliveri consist 100000 vaccin transfer pa friday afternoon bitunia cross httpstco7m3lwwr1j9
1796,Fri Jun 18 20:29:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.050841750841750855,0.3946127946127945,en,27.0,31.0,InsightfulW0rds,11,29,,"[{'text': 'ThisisIsrael', 'indices': [211, 224]}]","[{'screen_name': 'AIPAC', 'name': 'AIPAC', 'id': 15987296, 'id_str': '15987296', 'indices': [0, 6]}]",,aipac will aipac tell world israel sold expir vaccin palestinian could disastr palestinian make covid19 crisi far wors lead palestinian death thisisisrael httpstcowtpn9xmsv
1797,Fri Jun 18 20:29:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.4,0.375,en,3251.0,210.0,ApplythePeppa,711,1264,,"[{'text': 'COVID19', 'indices': [29, 37]}]",[],,ontario administ 205062 covid19 vaccin far today 84 2nd dose thousand peopl essenti make big vaccin day like happen thank involv lake superior iii lawren harri httpstcoaprcf2fynr
1798,Fri Jun 18 20:29:22 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",0.045833333333333365,0.4236111111111111,en,3251.0,211.0,viralvideovlogs,6856,4582,,"[{'text': 'COVID19', 'indices': [29, 37]}]",[],കേരളം,ontario administ 205062 covid19 vaccin far today 84 2nd dose thousand peopl essenti make big vaccin day like happen thank involv lake superior iii lawren harri httpstcoaprcf2fynr
1799,Fri Jun 18 20:29:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.2364583333333333,0.3375,en,399.0,195.0,burdish,1585,5000,,[],[],,dr moeti head who africa one best public health expert leader i know her desper request vaccin africa we plead germani uk lift patent restrict urgent transfer technolog enabl product africa
1800,Fri Jun 18 20:29:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.16666666666666666,0.18888888888888888,en,136.0,121.0,awasim04,77,121,,"[{'text': 'COVID19', 'indices': [187, 195]}]",[],"Kolkata, India",africa midst full blown third wave the sober trajectori surg case rous everyon urgent action weve seen india elsewher quickli covid19 rebound overwhelm health system
1801,Fri Jun 18 20:29:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.1875,0.2375,en,20.0,17.0,hwilliams0085,955,2006,,"[{'text': 'covid19', 'indices': [77, 85]}]",[],Northern California,pleas research first read see someth vaccin covid19 sound unusu spread disinfo mean peopl wont get vaccin fear that lead death america frontlin doctor trust httpstcojy0kgprqr httpstco1yq1er5fcq
